Loaded 100 files → 10000 pairs × 5 round(s) = 50000 total (21438 already done, 28562 remaining)
/home/chaiyong.rag/quantization-clone-study/gguf/lib/python3.10/site-packages/huggingface_hub/utils/_validators.py:205: UserWarning: The `local_dir_use_symlinks` argument is deprecated and ignored in `hf_hub_download`. Downloading to a local directory does not use symlinks anymore.
  warnings.warn(
llama_context: n_ctx_seq (8192) < n_ctx_train (131072) -- the full capacity of the model will not be utilized
Model 'gguf' loaded. Starting inference...
--- Round 1/5: already complete, skipping ---
--- Round 2/5: already complete, skipping ---
--- Round 3/5 (1438 done, 8562 remaining) ---
[21439/50000] 2026-06-23 05:53:20 | R3 | SqrtAlgorithm/test_0_orig_pg_krakatau vs guessword/test_1_artifice_pg_krakatau → NON-CLONE
[21608/50000] 2026-06-23 06:01:10 | R3 | SqrtAlgorithm/test_1_artifice_no_krakatau vs InfixConverter/test_1_artifice_no_procyon → NON-CLONE
[21609/50000] 2026-06-23 06:01:13 | R3 | SqrtAlgorithm/test_1_artifice_no_krakatau vs InfixConverter/test_1_artifice_pg_krakatau → NON-CLONE
[21610/50000] 2026-06-23 06:01:16 | R3 | SqrtAlgorithm/test_1_artifice_no_krakatau vs InfixConverter/test_1_artifice_pg_procyon → NON-CLONE
[21611/50000] 2026-06-23 06:01:21 | R3 | SqrtAlgorithm/test_1_artifice_no_krakatau vs SqrtAlgorithm/0_orig → CLONE
[21612/50000] 2026-06-23 06:01:23 | R3 | SqrtAlgorithm/test_1_artifice_no_krakatau vs SqrtAlgorithm/1_artifice → CLONE
[21613/50000] 2026-06-23 06:01:26 | R3 | SqrtAlgorithm/test_1_artifice_no_krakatau vs SqrtAlgorithm/test_0_orig_no_krakatau → CLONE
[21614/50000] 2026-06-23 06:01:30 | R3 | SqrtAlgorithm/test_1_artifice_no_krakatau vs SqrtAlgorithm/test_0_orig_no_procyon → CLONE
[21615/50000] 2026-06-23 06:01:32 | R3 | SqrtAlgorithm/test_1_artifice_no_krakatau vs SqrtAlgorithm/test_0_orig_pg_krakatau → CLONE
[21616/50000] 2026-06-23 06:01:35 | R3 | SqrtAlgorithm/test_1_artifice_no_krakatau vs SqrtAlgorithm/test_0_orig_pg_procyon → CLONE
[21617/50000] 2026-06-23 06:01:38 | R3 | SqrtAlgorithm/test_1_artifice_no_krakatau vs SqrtAlgorithm/test_1_artifice_no_krakatau → CLONE
[21618/50000] 2026-06-23 06:01:41 | R3 | SqrtAlgorithm/test_1_artifice_no_krakatau vs SqrtAlgorithm/test_1_artifice_no_procyon → CLONE
[21619/50000] 2026-06-23 06:01:45 | R3 | SqrtAlgorithm/test_1_artifice_no_krakatau vs SqrtAlgorithm/test_1_artifice_pg_krakatau → CLONE
[21620/50000] 2026-06-23 06:01:49 | R3 | SqrtAlgorithm/test_1_artifice_no_krakatau vs SqrtAlgorithm/test_1_artifice_pg_procyon → CLONE
[21621/50000] 2026-06-23 06:01:52 | R3 | SqrtAlgorithm/test_1_artifice_no_krakatau vs bubblesort/0_orig → NON-CLONE
[21622/50000] 2026-06-23 06:01:55 | R3 | SqrtAlgorithm/test_1_artifice_no_krakatau vs bubblesort/1_artifice → NON-CLONE
[21623/50000] 2026-06-23 06:01:58 | R3 | SqrtAlgorithm/test_1_artifice_no_krakatau vs bubblesort/test_0_orig_no_krakatau → NON-CLONE
[21624/50000] 2026-06-23 06:02:01 | R3 | SqrtAlgorithm/test_1_artifice_no_krakatau vs bubblesort/test_0_orig_no_procyon → NON-CLONE
[21625/50000] 2026-06-23 06:02:04 | R3 | SqrtAlgorithm/test_1_artifice_no_krakatau vs bubblesort/test_0_orig_pg_krakatau → NON-CLONE
[21626/50000] 2026-06-23 06:02:07 | R3 | SqrtAlgorithm/test_1_artifice_no_krakatau vs bubblesort/test_0_orig_pg_procyon → NON-CLONE
[21627/50000] 2026-06-23 06:02:10 | R3 | SqrtAlgorithm/test_1_artifice_no_krakatau vs bubblesort/test_1_artifice_no_krakatau → NON-CLONE
[21628/50000] 2026-06-23 06:02:13 | R3 | SqrtAlgorithm/test_1_artifice_no_krakatau vs bubblesort/test_1_artifice_no_procyon → NON-CLONE
[21629/50000] 2026-06-23 06:02:16 | R3 | SqrtAlgorithm/test_1_artifice_no_krakatau vs bubblesort/test_1_artifice_pg_krakatau → NON-CLONE
[21630/50000] 2026-06-23 06:02:20 | R3 | SqrtAlgorithm/test_1_artifice_no_krakatau vs bubblesort/test_1_artifice_pg_procyon → NON-CLONE
[21631/50000] 2026-06-23 06:02:23 | R3 | SqrtAlgorithm/test_1_artifice_no_krakatau vs guessword/0_orig → NON-CLONE
[21632/50000] 2026-06-23 06:02:28 | R3 | SqrtAlgorithm/test_1_artifice_no_krakatau vs guessword/1_artifice → NON-CLONE
[21633/50000] 2026-06-23 06:02:32 | R3 | SqrtAlgorithm/test_1_artifice_no_krakatau vs guessword/test_0_orig_no_krakatau → NON-CLONE
[21634/50000] 2026-06-23 06:02:35 | R3 | SqrtAlgorithm/test_1_artifice_no_krakatau vs guessword/test_0_orig_no_procyon → NON-CLONE
[21635/50000] 2026-06-23 06:02:38 | R3 | SqrtAlgorithm/test_1_artifice_no_krakatau vs guessword/test_0_orig_pg_krakatau → NON-CLONE
[21636/50000] 2026-06-23 06:02:41 | R3 | SqrtAlgorithm/test_1_artifice_no_krakatau vs guessword/test_0_orig_pg_procyon → NON-CLONE
[21637/50000] 2026-06-23 06:02:46 | R3 | SqrtAlgorithm/test_1_artifice_no_krakatau vs guessword/test_1_artifice_no_krakatau → NON-CLONE
[21638/50000] 2026-06-23 06:02:51 | R3 | SqrtAlgorithm/test_1_artifice_no_krakatau vs guessword/test_1_artifice_no_procyon → NON-CLONE
[21639/50000] 2026-06-23 06:02:56 | R3 | SqrtAlgorithm/test_1_artifice_no_krakatau vs guessword/test_1_artifice_pg_krakatau → NON-CLONE
[21640/50000] 2026-06-23 06:02:59 | R3 | SqrtAlgorithm/test_1_artifice_no_krakatau vs guessword/test_1_artifice_pg_procyon → NON-CLONE
[21641/50000] 2026-06-23 06:03:03 | R3 | SqrtAlgorithm/test_1_artifice_no_krakatau vs hanoi/0_orig → NON-CLONE
[21642/50000] 2026-06-23 06:03:06 | R3 | SqrtAlgorithm/test_1_artifice_no_krakatau vs hanoi/1_artifice → NON-CLONE
[21643/50000] 2026-06-23 06:03:10 | R3 | SqrtAlgorithm/test_1_artifice_no_krakatau vs hanoi/test_0_orig_no_krakatau → NON-CLONE
[21644/50000] 2026-06-23 06:03:14 | R3 | SqrtAlgorithm/test_1_artifice_no_krakatau vs hanoi/test_0_orig_no_procyon → NON-CLONE
[21645/50000] 2026-06-23 06:03:17 | R3 | SqrtAlgorithm/test_1_artifice_no_krakatau vs hanoi/test_0_orig_pg_krakatau → NON-CLONE
[21646/50000] 2026-06-23 06:03:22 | R3 | SqrtAlgorithm/test_1_artifice_no_krakatau vs hanoi/test_0_orig_pg_procyon → NON-CLONE
[21647/50000] 2026-06-23 06:03:25 | R3 | SqrtAlgorithm/test_1_artifice_no_krakatau vs hanoi/test_1_artifice_no_krakatau → NON-CLONE
[21648/50000] 2026-06-23 06:03:29 | R3 | SqrtAlgorithm/test_1_artifice_no_krakatau vs hanoi/test_1_artifice_no_procyon → NON-CLONE
[21649/50000] 2026-06-23 06:03:32 | R3 | SqrtAlgorithm/test_1_artifice_no_krakatau vs hanoi/test_1_artifice_pg_krakatau → NON-CLONE
[21650/50000] 2026-06-23 06:03:37 | R3 | SqrtAlgorithm/test_1_artifice_no_krakatau vs hanoi/test_1_artifice_pg_procyon → NON-CLONE
[21651/50000] 2026-06-23 06:03:40 | R3 | SqrtAlgorithm/test_1_artifice_no_krakatau vs kaprekar/0_orig → NON-CLONE
[21652/50000] 2026-06-23 06:03:43 | R3 | SqrtAlgorithm/test_1_artifice_no_krakatau vs kaprekar/1_artifice → NON-CLONE
[21653/50000] 2026-06-23 06:03:46 | R3 | SqrtAlgorithm/test_1_artifice_no_krakatau vs kaprekar/test_0_orig_no_krakatau → NON-CLONE
[21654/50000] 2026-06-23 06:03:50 | R3 | SqrtAlgorithm/test_1_artifice_no_krakatau vs kaprekar/test_0_orig_no_procyon → NON-CLONE
[21655/50000] 2026-06-23 06:03:53 | R3 | SqrtAlgorithm/test_1_artifice_no_krakatau vs kaprekar/test_0_orig_pg_krakatau → NON-CLONE
[21656/50000] 2026-06-23 06:03:57 | R3 | SqrtAlgorithm/test_1_artifice_no_krakatau vs kaprekar/test_0_orig_pg_procyon → NON-CLONE
[21657/50000] 2026-06-23 06:03:59 | R3 | SqrtAlgorithm/test_1_artifice_no_krakatau vs kaprekar/test_1_artifice_no_krakatau → NON-CLONE
[21658/50000] 2026-06-23 06:04:03 | R3 | SqrtAlgorithm/test_1_artifice_no_krakatau vs kaprekar/test_1_artifice_no_procyon → NON-CLONE
[21659/50000] 2026-06-23 06:04:06 | R3 | SqrtAlgorithm/test_1_artifice_no_krakatau vs kaprekar/test_1_artifice_pg_krakatau → NON-CLONE
[21660/50000] 2026-06-23 06:04:11 | R3 | SqrtAlgorithm/test_1_artifice_no_krakatau vs kaprekar/test_1_artifice_pg_procyon → NON-CLONE
[21661/50000] 2026-06-23 06:04:14 | R3 | SqrtAlgorithm/test_1_artifice_no_krakatau vs queens/0_orig → NON-CLONE
[21662/50000] 2026-06-23 06:04:18 | R3 | SqrtAlgorithm/test_1_artifice_no_krakatau vs queens/1_artifice → NON-CLONE
[21663/50000] 2026-06-23 06:04:21 | R3 | SqrtAlgorithm/test_1_artifice_no_krakatau vs queens/test_0_orig_no_krakatau → NON-CLONE
[21664/50000] 2026-06-23 06:04:24 | R3 | SqrtAlgorithm/test_1_artifice_no_krakatau vs queens/test_0_orig_no_procyon → NON-CLONE
[21665/50000] 2026-06-23 06:04:28 | R3 | SqrtAlgorithm/test_1_artifice_no_krakatau vs queens/test_0_orig_pg_krakatau → NON-CLONE
[21666/50000] 2026-06-23 06:04:31 | R3 | SqrtAlgorithm/test_1_artifice_no_krakatau vs queens/test_0_orig_pg_procyon → NON-CLONE
[21667/50000] 2026-06-23 06:04:35 | R3 | SqrtAlgorithm/test_1_artifice_no_krakatau vs queens/test_1_artifice_no_krakatau → NON-CLONE
[21668/50000] 2026-06-23 06:04:39 | R3 | SqrtAlgorithm/test_1_artifice_no_krakatau vs queens/test_1_artifice_no_procyon → NON-CLONE
[21669/50000] 2026-06-23 06:04:43 | R3 | SqrtAlgorithm/test_1_artifice_no_krakatau vs queens/test_1_artifice_pg_krakatau → NON-CLONE
[21670/50000] 2026-06-23 06:04:47 | R3 | SqrtAlgorithm/test_1_artifice_no_krakatau vs queens/test_1_artifice_pg_procyon → NON-CLONE
[21671/50000] 2026-06-23 06:04:51 | R3 | SqrtAlgorithm/test_1_artifice_no_krakatau vs railroadcar/0_orig → NON-CLONE
[21672/50000] 2026-06-23 06:04:55 | R3 | SqrtAlgorithm/test_1_artifice_no_krakatau vs railroadcar/1_artifice → NON-CLONE
[21673/50000] 2026-06-23 06:04:59 | R3 | SqrtAlgorithm/test_1_artifice_no_krakatau vs railroadcar/test_0_orig_no_krakatau → NON-CLONE
[21674/50000] 2026-06-23 06:05:03 | R3 | SqrtAlgorithm/test_1_artifice_no_krakatau vs railroadcar/test_0_orig_no_procyon → NON-CLONE
[21675/50000] 2026-06-23 06:05:07 | R3 | SqrtAlgorithm/test_1_artifice_no_krakatau vs railroadcar/test_0_orig_pg_krakatau → NON-CLONE
[21676/50000] 2026-06-23 06:05:10 | R3 | SqrtAlgorithm/test_1_artifice_no_krakatau vs railroadcar/test_0_orig_pg_procyon → NON-CLONE
[21677/50000] 2026-06-23 06:05:12 | R3 | SqrtAlgorithm/test_1_artifice_no_krakatau vs railroadcar/test_1_artifice_no_krakatau → NON-CLONE
[21678/50000] 2026-06-23 06:05:16 | R3 | SqrtAlgorithm/test_1_artifice_no_krakatau vs railroadcar/test_1_artifice_no_procyon → NON-CLONE
[21679/50000] 2026-06-23 06:05:20 | R3 | SqrtAlgorithm/test_1_artifice_no_krakatau vs railroadcar/test_1_artifice_pg_krakatau → NON-CLONE
[21680/50000] 2026-06-23 06:05:24 | R3 | SqrtAlgorithm/test_1_artifice_no_krakatau vs railroadcar/test_1_artifice_pg_procyon → NON-CLONE
[21681/50000] 2026-06-23 06:05:27 | R3 | SqrtAlgorithm/test_1_artifice_no_krakatau vs slinkedlist/0_orig → NON-CLONE
[21682/50000] 2026-06-23 06:05:31 | R3 | SqrtAlgorithm/test_1_artifice_no_krakatau vs slinkedlist/1_artifice → NON-CLONE
[21683/50000] 2026-06-23 06:05:35 | R3 | SqrtAlgorithm/test_1_artifice_no_krakatau vs slinkedlist/test_0_orig_no_krakatau → NON-CLONE
[21684/50000] 2026-06-23 06:05:39 | R3 | SqrtAlgorithm/test_1_artifice_no_krakatau vs slinkedlist/test_0_orig_no_procyon → NON-CLONE
[21685/50000] 2026-06-23 06:05:42 | R3 | SqrtAlgorithm/test_1_artifice_no_krakatau vs slinkedlist/test_0_orig_pg_krakatau → NON-CLONE
[21686/50000] 2026-06-23 06:05:46 | R3 | SqrtAlgorithm/test_1_artifice_no_krakatau vs slinkedlist/test_0_orig_pg_procyon → NON-CLONE
[21687/50000] 2026-06-23 06:05:51 | R3 | SqrtAlgorithm/test_1_artifice_no_krakatau vs slinkedlist/test_1_artifice_no_krakatau → NON-CLONE
[21688/50000] 2026-06-23 06:05:54 | R3 | SqrtAlgorithm/test_1_artifice_no_krakatau vs slinkedlist/test_1_artifice_no_procyon → NON-CLONE
[21689/50000] 2026-06-23 06:05:58 | R3 | SqrtAlgorithm/test_1_artifice_no_krakatau vs slinkedlist/test_1_artifice_pg_krakatau → NON-CLONE
[21690/50000] 2026-06-23 06:06:03 | R3 | SqrtAlgorithm/test_1_artifice_no_krakatau vs slinkedlist/test_1_artifice_pg_procyon → NON-CLONE
[21691/50000] 2026-06-23 06:06:06 | R3 | SqrtAlgorithm/test_1_artifice_no_krakatau vs square/0_orig → NON-CLONE
[21692/50000] 2026-06-23 06:06:09 | R3 | SqrtAlgorithm/test_1_artifice_no_krakatau vs square/1_artifice → NON-CLONE
[21693/50000] 2026-06-23 06:06:13 | R3 | SqrtAlgorithm/test_1_artifice_no_krakatau vs square/test_0_orig_no_krakatau → NON-CLONE
[21694/50000] 2026-06-23 06:06:17 | R3 | SqrtAlgorithm/test_1_artifice_no_krakatau vs square/test_0_orig_no_procyon → NON-CLONE
[21695/50000] 2026-06-23 06:06:20 | R3 | SqrtAlgorithm/test_1_artifice_no_krakatau vs square/test_0_orig_pg_krakatau → NON-CLONE
[21696/50000] 2026-06-23 06:06:22 | R3 | SqrtAlgorithm/test_1_artifice_no_krakatau vs square/test_0_orig_pg_procyon → NON-CLONE
[21697/50000] 2026-06-23 06:06:25 | R3 | SqrtAlgorithm/test_1_artifice_no_krakatau vs square/test_1_artifice_no_krakatau → NON-CLONE
[21698/50000] 2026-06-23 06:06:28 | R3 | SqrtAlgorithm/test_1_artifice_no_krakatau vs square/test_1_artifice_no_procyon → NON-CLONE
[21699/50000] 2026-06-23 06:06:33 | R3 | SqrtAlgorithm/test_1_artifice_no_krakatau vs square/test_1_artifice_pg_krakatau → NON-CLONE
[21700/50000] 2026-06-23 06:06:38 | R3 | SqrtAlgorithm/test_1_artifice_no_krakatau vs square/test_1_artifice_pg_procyon → NON-CLONE
[21701/50000] 2026-06-23 06:06:41 | R3 | SqrtAlgorithm/test_1_artifice_no_procyon vs InfixConverter/0_orig → NON-CLONE
[21702/50000] 2026-06-23 06:06:44 | R3 | SqrtAlgorithm/test_1_artifice_no_procyon vs InfixConverter/1_artifice → NON-CLONE
[21703/50000] 2026-06-23 06:06:48 | R3 | SqrtAlgorithm/test_1_artifice_no_procyon vs InfixConverter/test_0_orig_no_krakatau → NON-CLONE
[21704/50000] 2026-06-23 06:06:52 | R3 | SqrtAlgorithm/test_1_artifice_no_procyon vs InfixConverter/test_0_orig_no_procyon → NON-CLONE
[21705/50000] 2026-06-23 06:06:55 | R3 | SqrtAlgorithm/test_1_artifice_no_procyon vs InfixConverter/test_0_orig_pg_krakatau → NON-CLONE
[21706/50000] 2026-06-23 06:06:58 | R3 | SqrtAlgorithm/test_1_artifice_no_procyon vs InfixConverter/test_0_orig_pg_procyon → NON-CLONE
[21707/50000] 2026-06-23 06:07:03 | R3 | SqrtAlgorithm/test_1_artifice_no_procyon vs InfixConverter/test_1_artifice_no_krakatau → NON-CLONE
[21708/50000] 2026-06-23 06:07:05 | R3 | SqrtAlgorithm/test_1_artifice_no_procyon vs InfixConverter/test_1_artifice_no_procyon → NON-CLONE
[21709/50000] 2026-06-23 06:07:08 | R3 | SqrtAlgorithm/test_1_artifice_no_procyon vs InfixConverter/test_1_artifice_pg_krakatau → NON-CLONE
[21710/50000] 2026-06-23 06:07:13 | R3 | SqrtAlgorithm/test_1_artifice_no_procyon vs InfixConverter/test_1_artifice_pg_procyon → NON-CLONE
[21711/50000] 2026-06-23 06:07:16 | R3 | SqrtAlgorithm/test_1_artifice_no_procyon vs SqrtAlgorithm/0_orig → CLONE
[21712/50000] 2026-06-23 06:07:19 | R3 | SqrtAlgorithm/test_1_artifice_no_procyon vs SqrtAlgorithm/1_artifice → CLONE
[21713/50000] 2026-06-23 06:07:22 | R3 | SqrtAlgorithm/test_1_artifice_no_procyon vs SqrtAlgorithm/test_0_orig_no_krakatau → CLONE
[21714/50000] 2026-06-23 06:07:24 | R3 | SqrtAlgorithm/test_1_artifice_no_procyon vs SqrtAlgorithm/test_0_orig_no_procyon → CLONE
[21715/50000] 2026-06-23 06:07:28 | R3 | SqrtAlgorithm/test_1_artifice_no_procyon vs SqrtAlgorithm/test_0_orig_pg_krakatau → CLONE
[21716/50000] 2026-06-23 06:07:32 | R3 | SqrtAlgorithm/test_1_artifice_no_procyon vs SqrtAlgorithm/test_0_orig_pg_procyon → CLONE
[21717/50000] 2026-06-23 06:07:35 | R3 | SqrtAlgorithm/test_1_artifice_no_procyon vs SqrtAlgorithm/test_1_artifice_no_krakatau → CLONE
[21718/50000] 2026-06-23 06:07:37 | R3 | SqrtAlgorithm/test_1_artifice_no_procyon vs SqrtAlgorithm/test_1_artifice_no_procyon → CLONE
[21719/50000] 2026-06-23 06:07:39 | R3 | SqrtAlgorithm/test_1_artifice_no_procyon vs SqrtAlgorithm/test_1_artifice_pg_krakatau → CLONE
[21720/50000] 2026-06-23 06:07:42 | R3 | SqrtAlgorithm/test_1_artifice_no_procyon vs SqrtAlgorithm/test_1_artifice_pg_procyon → CLONE
[21721/50000] 2026-06-23 06:07:44 | R3 | SqrtAlgorithm/test_1_artifice_no_procyon vs bubblesort/0_orig → NON-CLONE
[21722/50000] 2026-06-23 06:07:48 | R3 | SqrtAlgorithm/test_1_artifice_no_procyon vs bubblesort/1_artifice → NON-CLONE
[21723/50000] 2026-06-23 06:07:50 | R3 | SqrtAlgorithm/test_1_artifice_no_procyon vs bubblesort/test_0_orig_no_krakatau → NON-CLONE
[21724/50000] 2026-06-23 06:07:53 | R3 | SqrtAlgorithm/test_1_artifice_no_procyon vs bubblesort/test_0_orig_no_procyon → NON-CLONE
[21725/50000] 2026-06-23 06:07:56 | R3 | SqrtAlgorithm/test_1_artifice_no_procyon vs bubblesort/test_0_orig_pg_krakatau → NON-CLONE
[21726/50000] 2026-06-23 06:08:00 | R3 | SqrtAlgorithm/test_1_artifice_no_procyon vs bubblesort/test_0_orig_pg_procyon → NON-CLONE
[21727/50000] 2026-06-23 06:08:03 | R3 | SqrtAlgorithm/test_1_artifice_no_procyon vs bubblesort/test_1_artifice_no_krakatau → NON-CLONE
[21728/50000] 2026-06-23 06:08:06 | R3 | SqrtAlgorithm/test_1_artifice_no_procyon vs bubblesort/test_1_artifice_no_procyon → NON-CLONE
[21729/50000] 2026-06-23 06:08:09 | R3 | SqrtAlgorithm/test_1_artifice_no_procyon vs bubblesort/test_1_artifice_pg_krakatau → NON-CLONE
[21730/50000] 2026-06-23 06:08:12 | R3 | SqrtAlgorithm/test_1_artifice_no_procyon vs bubblesort/test_1_artifice_pg_procyon → NON-CLONE
[21731/50000] 2026-06-23 06:08:15 | R3 | SqrtAlgorithm/test_1_artifice_no_procyon vs guessword/0_orig → NON-CLONE
[21732/50000] 2026-06-23 06:08:18 | R3 | SqrtAlgorithm/test_1_artifice_no_procyon vs guessword/1_artifice → NON-CLONE
[21733/50000] 2026-06-23 06:08:21 | R3 | SqrtAlgorithm/test_1_artifice_no_procyon vs guessword/test_0_orig_no_krakatau → NON-CLONE
[21734/50000] 2026-06-23 06:08:24 | R3 | SqrtAlgorithm/test_1_artifice_no_procyon vs guessword/test_0_orig_no_procyon → NON-CLONE
[21735/50000] 2026-06-23 06:08:27 | R3 | SqrtAlgorithm/test_1_artifice_no_procyon vs guessword/test_0_orig_pg_krakatau → NON-CLONE
[21736/50000] 2026-06-23 06:08:31 | R3 | SqrtAlgorithm/test_1_artifice_no_procyon vs guessword/test_0_orig_pg_procyon → NON-CLONE
[21737/50000] 2026-06-23 06:08:34 | R3 | SqrtAlgorithm/test_1_artifice_no_procyon vs guessword/test_1_artifice_no_krakatau → NON-CLONE
[21738/50000] 2026-06-23 06:08:37 | R3 | SqrtAlgorithm/test_1_artifice_no_procyon vs guessword/test_1_artifice_no_procyon → NON-CLONE
[21739/50000] 2026-06-23 06:08:40 | R3 | SqrtAlgorithm/test_1_artifice_no_procyon vs guessword/test_1_artifice_pg_krakatau → NON-CLONE
[21740/50000] 2026-06-23 06:08:44 | R3 | SqrtAlgorithm/test_1_artifice_no_procyon vs guessword/test_1_artifice_pg_procyon → NON-CLONE
[21741/50000] 2026-06-23 06:08:47 | R3 | SqrtAlgorithm/test_1_artifice_no_procyon vs hanoi/0_orig → NON-CLONE
[21742/50000] 2026-06-23 06:08:51 | R3 | SqrtAlgorithm/test_1_artifice_no_procyon vs hanoi/1_artifice → NON-CLONE
[21743/50000] 2026-06-23 06:08:55 | R3 | SqrtAlgorithm/test_1_artifice_no_procyon vs hanoi/test_0_orig_no_krakatau → NON-CLONE
[21744/50000] 2026-06-23 06:08:58 | R3 | SqrtAlgorithm/test_1_artifice_no_procyon vs hanoi/test_0_orig_no_procyon → NON-CLONE
[21745/50000] 2026-06-23 06:09:02 | R3 | SqrtAlgorithm/test_1_artifice_no_procyon vs hanoi/test_0_orig_pg_krakatau → NON-CLONE
[21746/50000] 2026-06-23 06:09:05 | R3 | SqrtAlgorithm/test_1_artifice_no_procyon vs hanoi/test_0_orig_pg_procyon → NON-CLONE
[21747/50000] 2026-06-23 06:09:09 | R3 | SqrtAlgorithm/test_1_artifice_no_procyon vs hanoi/test_1_artifice_no_krakatau → NON-CLONE
[21748/50000] 2026-06-23 06:09:12 | R3 | SqrtAlgorithm/test_1_artifice_no_procyon vs hanoi/test_1_artifice_no_procyon → NON-CLONE
[21749/50000] 2026-06-23 06:09:16 | R3 | SqrtAlgorithm/test_1_artifice_no_procyon vs hanoi/test_1_artifice_pg_krakatau → NON-CLONE
[21750/50000] 2026-06-23 06:09:20 | R3 | SqrtAlgorithm/test_1_artifice_no_procyon vs hanoi/test_1_artifice_pg_procyon → NON-CLONE
[21751/50000] 2026-06-23 06:09:24 | R3 | SqrtAlgorithm/test_1_artifice_no_procyon vs kaprekar/0_orig → NON-CLONE
[21752/50000] 2026-06-23 06:09:26 | R3 | SqrtAlgorithm/test_1_artifice_no_procyon vs kaprekar/1_artifice → NON-CLONE
[21753/50000] 2026-06-23 06:09:29 | R3 | SqrtAlgorithm/test_1_artifice_no_procyon vs kaprekar/test_0_orig_no_krakatau → NON-CLONE
[21754/50000] 2026-06-23 06:09:33 | R3 | SqrtAlgorithm/test_1_artifice_no_procyon vs kaprekar/test_0_orig_no_procyon → NON-CLONE
[21755/50000] 2026-06-23 06:09:36 | R3 | SqrtAlgorithm/test_1_artifice_no_procyon vs kaprekar/test_0_orig_pg_krakatau → NON-CLONE
[21756/50000] 2026-06-23 06:09:39 | R3 | SqrtAlgorithm/test_1_artifice_no_procyon vs kaprekar/test_0_orig_pg_procyon → NON-CLONE
[21757/50000] 2026-06-23 06:09:43 | R3 | SqrtAlgorithm/test_1_artifice_no_procyon vs kaprekar/test_1_artifice_no_krakatau → NON-CLONE
[21758/50000] 2026-06-23 06:09:45 | R3 | SqrtAlgorithm/test_1_artifice_no_procyon vs kaprekar/test_1_artifice_no_procyon → NON-CLONE
[21759/50000] 2026-06-23 06:09:49 | R3 | SqrtAlgorithm/test_1_artifice_no_procyon vs kaprekar/test_1_artifice_pg_krakatau → NON-CLONE
[21760/50000] 2026-06-23 06:09:53 | R3 | SqrtAlgorithm/test_1_artifice_no_procyon vs kaprekar/test_1_artifice_pg_procyon → NON-CLONE
[21761/50000] 2026-06-23 06:09:56 | R3 | SqrtAlgorithm/test_1_artifice_no_procyon vs queens/0_orig → NON-CLONE
[21762/50000] 2026-06-23 06:09:59 | R3 | SqrtAlgorithm/test_1_artifice_no_procyon vs queens/1_artifice → NON-CLONE
[21763/50000] 2026-06-23 06:10:02 | R3 | SqrtAlgorithm/test_1_artifice_no_procyon vs queens/test_0_orig_no_krakatau → NON-CLONE
[21764/50000] 2026-06-23 06:10:05 | R3 | SqrtAlgorithm/test_1_artifice_no_procyon vs queens/test_0_orig_no_procyon → NON-CLONE
[21765/50000] 2026-06-23 06:10:09 | R3 | SqrtAlgorithm/test_1_artifice_no_procyon vs queens/test_0_orig_pg_krakatau → NON-CLONE
[21766/50000] 2026-06-23 06:10:12 | R3 | SqrtAlgorithm/test_1_artifice_no_procyon vs queens/test_0_orig_pg_procyon → NON-CLONE
[21767/50000] 2026-06-23 06:10:15 | R3 | SqrtAlgorithm/test_1_artifice_no_procyon vs queens/test_1_artifice_no_krakatau → NON-CLONE
[21768/50000] 2026-06-23 06:10:18 | R3 | SqrtAlgorithm/test_1_artifice_no_procyon vs queens/test_1_artifice_no_procyon → NON-CLONE
[21769/50000] 2026-06-23 06:10:21 | R3 | SqrtAlgorithm/test_1_artifice_no_procyon vs queens/test_1_artifice_pg_krakatau → NON-CLONE
[21770/50000] 2026-06-23 06:10:23 | R3 | SqrtAlgorithm/test_1_artifice_no_procyon vs queens/test_1_artifice_pg_procyon → NON-CLONE
[21771/50000] 2026-06-23 06:10:26 | R3 | SqrtAlgorithm/test_1_artifice_no_procyon vs railroadcar/0_orig → NON-CLONE
[21772/50000] 2026-06-23 06:10:29 | R3 | SqrtAlgorithm/test_1_artifice_no_procyon vs railroadcar/1_artifice → NON-CLONE
[21773/50000] 2026-06-23 06:10:33 | R3 | SqrtAlgorithm/test_1_artifice_no_procyon vs railroadcar/test_0_orig_no_krakatau → NON-CLONE
[21774/50000] 2026-06-23 06:10:37 | R3 | SqrtAlgorithm/test_1_artifice_no_procyon vs railroadcar/test_0_orig_no_procyon → NON-CLONE
[21775/50000] 2026-06-23 06:10:42 | R3 | SqrtAlgorithm/test_1_artifice_no_procyon vs railroadcar/test_0_orig_pg_krakatau → NON-CLONE
[21776/50000] 2026-06-23 06:10:45 | R3 | SqrtAlgorithm/test_1_artifice_no_procyon vs railroadcar/test_0_orig_pg_procyon → NON-CLONE
[21777/50000] 2026-06-23 06:10:48 | R3 | SqrtAlgorithm/test_1_artifice_no_procyon vs railroadcar/test_1_artifice_no_krakatau → NON-CLONE
[21778/50000] 2026-06-23 06:10:52 | R3 | SqrtAlgorithm/test_1_artifice_no_procyon vs railroadcar/test_1_artifice_no_procyon → NON-CLONE
[21779/50000] 2026-06-23 06:10:55 | R3 | SqrtAlgorithm/test_1_artifice_no_procyon vs railroadcar/test_1_artifice_pg_krakatau → NON-CLONE
